>EML4,chr2:42396490-42559688
1,132112800,132113067
2,132101101,132101221
3,132099916,132100111
4,132099398,132099584
5,132098176,132098337
6,132097492,132097588
7,132097150,132097318
8,132096825,132096957
9,132096494,132096684
10,132086509,132087873

>SLC22A1,chr6:160542821-160579750
1,160542821,160543378
2,160551136,160551239
3,160553264,160553418
4,160554989,160555157
5,160557252,160557366
6,160557576,160557682
7,160560685,160560899
8,160564573,160564681
9,160575830,160575942
10,160577007,160577106
11,160579548,160579750

>CUTA,chr6:33384219-33386094
1,33385258,33385820
2,33385028,33385087
3,33384874,33384919
4,33384697,33384746
5,33384219,33384553

>SLC26A6,chr3:48663156-48672926
1,48672804,48672916
2,48670910,48671068
3,48670684,48670823
4,48670407,48670517
5,48669678,48669829
6,48669313,48669477
7,48669082,48669234
8,48668657,48668739
9,48668426,48668573
10,48668040,48668153
11,48667871,48667948
12,48667495,48667590
13,48667305,48667411
14,48667075,48667144
15,48666055,48666147
16,48665867,48665974
17,48665379,48665471
18,48664309,48664485
19,48664064,48664118
20,48663651,48663787
21,48663156,48663433

>PRKAR2A,chr3:48782030-48885279
1,48789609,48789751
2,48789018,48789151
3,48782030,48782200

>SSH2,chr17:27952956-28257294
1,28256956,28257170
2,28120912,28120955
3,28029977,28030080
4,28022477,28022541
5,28011581,28011702
6,28004691,28004759
7,28003838,28003903
8,27998953,27999147
9,27994148,27994241
10,27993885,27994013
11,27982579,27982625
12,27977672,27977818
13,27975162,27975362
14,27962986,27963820
15,27952956,27959949

>SUSD1,chr9:114803065-114937688
1,114937413,114937465
2,114919780,114919893
3,114911524,114911679
4,114905751,114905903
5,114904600,114904779
6,114886537,114886716
7,114875051,114875148
8,114873934,114874120
9,114864456,114864565
10,114860750,114860942
11,114842354,114842445
12,114840818,114841004
13,114825217,114825313
14,114820708,114820966
15,114804147,114804240
16,114803065,114803772

>TECTA,chr11:120971882-121062202
1,120971882,120972151
2,120973374,120973438
3,120976540,120976673
4,120979920,120980207
5,120983781,120983918
6,120984262,120984427
7,120989015,120989427
8,120996011,120996581
9,120998461,120999053
10,121000347,121000920
11,121008130,121008731
12,121016264,121016825
13,121023590,121023789
14,121028550,121028933
15,121030844,121031130
16,121032784,121033079
17,121035982,121036092
18,121037287,121037489
19,121038763,121038926
20,121039386,121039634
21,121058541,121058703
22,121059789,121059876
23,121060473,121060589
24,121061415,121062202

>TBCEL,chr11:120894781-120961484
1,120894781,120894863
2,120916383,120916532
3,120918237,120918376
4,120924260,120924441
5,120925761,120926017
6,120929054,120929180
7,120930678,120930794
8,120957487,120957805

>VCL,chr10:75757872-75879918
1,75757872,75758133
2,75802841,75802911
3,75830428,75830578
4,75830733,75830841
5,75832488,75832610
6,75834501,75834661
7,75842212,75842302
8,75843124,75843271
9,75848954,75849107
10,75849781,75849956
11,75854029,75854219
12,75855414,75855613
13,75856962,75857090
14,75860706,75860855
15,75863578,75863686
16,75864809,75865111
17,75866988,75867112
18,75868729,75868914
19,75873942,75874145
20,75874553,75874657
21,75877781,75879918

>AGTRAP,chr1:11796141-11814859
1,11796141,11796292
2,11807497,11807602
3,11808472,11808646
4,11810134,11810767

>C2orf44,chr2:24252210-24272445
1,24270184,24270223
2,24260547,24262382
3,24255699,24255816
4,24252210,24254032

>CNBP,chr3:128888327-128902765
1,128902619,128902748
2,128890498,128890614
3,128890289,128890381
4,128889922,128890120
5,128888327,128889413

>DDX5_ENST00000540698,chr17:62495734-62504317
1,62502194,62502407
2,62500795,62500960
3,62500101,62500234
4,62499921,62499986
5,62499548,62499689
6,62499306,62499466
7,62499044,62499216
8,62498557,62498667
9,62498280,62498341
10,62498128,62498187
11,62496667,62496891
12,62495734,62496444

>EPC1,chr10:32556679-32667726
1,32635691,32636146
2,32594700,32594859
3,32582520,32582665
4,32581916,32582122
5,32581424,32581572
6,32580091,32580250
7,32576026,32576202
8,32575854,32575943
9,32575622,32575770
10,32573626,32573978
11,32562091,32562209
12,32560954,32561095
13,32560482,32560845
14,32556679,32558063

>NFATC1,chr18:77155856-77289325
1,77155856,77156351
2,77170403,77171501
3,77193579,77193738
4,77208782,77208984
5,77210954,77211126
6,77211676,77211816
7,77221311,77221366
8,77227450,77227582
9,77246248,77246630
10,77287528,77289325

>PATZ1,chr22:31721790-31742218
1,31740318,31742218
2,31738883,31738946
3,31731678,31731849
4,31724773,31724910
5,31721790,31723295

>SMARCA5,chr4:144434616-144478639
1,144434616,144435254
2,144438508,144438582
3,144442582,144442748
4,144445520,144445620
5,144446604,144446704
6,144447434,144447613
7,144449021,144449176
8,144449736,144449867
9,144451611,144451679
10,144456008,144456117
11,144457605,144457831
12,144459743,144459864
13,144459939,144460091
14,144461516,144461648
15,144464662,144464810
16,144465006,144465125
17,144465890,144466000
18,144466623,144466736
19,144467078,144467200
20,144467929,144468061
21,144468538,144468656
22,144469081,144469293
23,144471150,144471257
24,144474272,144478639

>SP3,chr2:174771187-174830430
1,174829893,174830430
2,174829133,174829281
3,174828489,174828611
4,174819601,174820960
5,174783321,174783513
6,174777798,174777994
7,174771187,174774985

>FN1,chr2:216225163-216300895
1,216300378,216300790
2,216299419,216299547
3,216298047,216298184
4,216296556,216296687
5,216295438,216295575
6,216292903,216293061
7,216289817,216290008
8,216288869,216289048
9,216288073,216288249
10,216286814,216286966
11,216285396,216285524
12,216283965,216284108
13,216279560,216279681
14,216274657,216274837
15,216274286,216274462
16,216273021,216273149
17,216272831,216272920
18,216271850,216272044
19,216270961,216271233
20,216269112,216269378
21,216263980,216264074
22,216262403,216262571
23,216261860,216261946
24,216259251,216259442
25,216256355,216256537
26,216252935,216253024
27,216251412,216251681
28,216249583,216249699
29,216248743,216248907
30,216248051,216248206
31,216246935,216247048
32,216243853,216244040
33,216242898,216242985
34,216241221,216241397
35,216240352,216240441
36,216239937,216240116
37,216238045,216238134
38,216236832,216237023
39,216236632,216236738
40,216235017,216235155
41,216232586,216232750
42,216230228,216230353
43,216229602,216229708
44,216226692,216226802
45,216225163,216226349

>ALDH2_ENST00000261733,chr12:112204691-112247782
1,112204726,112204900
2,112219722,112219826
3,112220962,112221102
4,112223071,112223150
5,112227627,112227738
6,112228238,112228366
7,112229110,112229223
8,112229865,112229967
9,112230402,112230586
10,112235882,112236046
11,112237710,112237867
12,112241663,112241777
13,112247347,112247782

>ABI2,chr2:204192942-204312446
1,204192942,204193354
2,204231600,204231767
3,204244931,204245107
4,204246912,204246929
5,204255769,204255866
6,204259423,204259569
7,204260379,204260503
8,204261508,204261690
9,204267299,204267457
10,204281631,204281804
11,204291900,204312446

>ARHGEF12,chr11:120207787-120360645
1,120207787,120207984
2,120276827,120276850
3,120278447,120278532
4,120280103,120280159
5,120291462,120291560
6,120292512,120292561
7,120295067,120295124
8,120298778,120298956
9,120300149,120300226
10,120300421,120300540
11,120302480,120302620
12,120308017,120308091
13,120310838,120310930
14,120312416,120312526
15,120312813,120312911
16,120316131,120316173
17,120317112,120317217
18,120317657,120317794
19,120318583,120318615
20,120318943,120319057
21,120319818,120319923
22,120322221,120322433
23,120327827,120327959
24,120328430,120328465
25,120328789,120328943
26,120329883,120330029
27,120331381,120331466
28,120335946,120336071
29,120337903,120338017
30,120339997,120340097
31,120343759,120343836
32,120345269,120345344
33,120346049,120346216
34,120347370,120347457
35,120347928,120348014
36,120348156,120348235
37,120348865,120349098
38,120350669,120351139
39,120351969,120352285
40,120355147,120355216
41,120355776,120360645

>BTBD18,chr11:57510986-57519253
1,57518537,57518848
2,57510986,57513620

>CASP8AP2,chr6:90539613-90584155
1,90539613,90539653
2,90556281,90556363
3,90562885,90562953
4,90564536,90564636
5,90565189,90565263
6,90566803,90566918
7,90571845,90572512

>CBL,chr11:119076752-119178859
1,119076752,119077322
2,119103158,119103405
3,119142445,119142591
4,119144578,119144734
5,119145542,119145663
6,119146707,119146844
7,119148467,119148554
8,119148876,119149007
9,119149220,119149423
10,119155679,119155810
11,119155899,119156276
12,119158562,119158656
13,119167628,119167744
14,119168094,119168191
15,119169068,119169250
16,119170205,119178859

>CT45A2,chrX:134866214-134874614
1,134866214,134866452
2,134869958,134870132
3,134872056,134872304
4,134872684,134872777
5,134873998,134874250

>DAB2IP,chr9:124329336-124547809
1,124329336,124329507
2,124440957,124441060
3,124461604,124461737
4,124519292,124519445
5,124521177,124521275
6,124522164,124522506

>FRYL,chr4:48499378-48782339
1,48636308,48636427
2,48625143,48625196
3,48622656,48622795
4,48621291,48621387
5,48611761,48611840
6,48611004,48611084
7,48608455,48608623
8,48607758,48607850
9,48605307,48605405
10,48604037,48604138
11,48597914,48598017
12,48597607,48597715
13,48595947,48596033
14,48592676,48592847
15,48591762,48591894
16,48588638,48588745
17,48584514,48584751
18,48583437,48583622
19,48582882,48582968
20,48580990,48581258
21,48578047,48578239
22,48577134,48577258
23,48575203,48575260
24,48572844,48572935
25,48569265,48569437
26,48567548,48567708
27,48566950,48567060
28,48565965,48566119
29,48564906,48565005
30,48563485,48563653
31,48559470,48559729
32,48558995,48559135
33,48555232,48555400
34,48553511,48553595
35,48552609,48552721
36,48551490,48551640
37,48550707,48550810
38,48549601,48549786
39,48548084,48548288
40,48546800,48546921
41,48545824,48546014
42,48544044,48544138
43,48542370,48542977
44,48541988,48542085
45,48537674,48537844
46,48536562,48536702
47,48533173,48533370
48,48530192,48530353
49,48529988,48530062
50,48529494,48529670
51,48524918,48525121
52,48523065,48523232
53,48517045,48517292
54,48514498,48514705
55,48512852,48513001
56,48512076,48512174
57,48507564,48507632
58,48504845,48504862
59,48503640,48503750
60,48502047,48502237
61,48499378,48501697

>GMPS,chr3:155588325-155661815
1,155588325,155588686
2,155611307,155611488
3,155615716,155615830
4,155621652,155621749
5,155623949,155624052
6,155628481,155628674
7,155628903,155629068
8,155632208,155632359
9,155633808,155633981
10,155637022,155637127
11,155639976,155640091
12,155643030,155643155
13,155649554,155649669
14,155652705,155652835
15,155654127,155654299
16,155655380,155661815

>GPHN,chr14:66974125-67648520
1,66974125,66975309
2,67147825,67147903
3,67243182,67243239
4,67291192,67291284
5,67346657,67346751
6,67382720,67382786
7,67389383,67389655
8,67431908,67432042
9,67490350,67490392
10,67525366,67525503
11,67555700,67555792
12,67567573,67567628
13,67576857,67576976
14,67578578,67578636
15,67579735,67579888
16,67588973,67589094
17,67610079,67610166
18,67626132,67626205
19,67631879,67631943
20,67635650,67635753
21,67646295,67646391
22,67647521,67648515

>KIAA1524,chr3:108268716-108308491
1,108308121,108308299
2,108303912,108304059
3,108301824,108301930
4,108300955,108301049
5,108300262,108300358
6,108298413,108298535
7,108298128,108298273
8,108295118,108295193
9,108288236,108288454
10,108287002,108287161
11,108285344,108285485
12,108284202,108284301
13,108281973,108282091
14,108279496,108279688
15,108278801,108278875
16,108278604,108278714
17,108276065,108276261
18,108273223,108273336
19,108272495,108272577
20,108271081,108271220
21,108268716,108270166

>LASP1,chr17:37026112-37078023
1,37026112,37026511
2,37034339,37034433
3,37046673,37046757
4,37054665,37054772
5,37070578,37070728
6,37071296,37071399
7,37074858,37078023

>MAPRE1,chr20:31407699-31438211
1,31407699,31407834
2,31413731,31413854
3,31421523,31421668
4,31424440,31424647
5,31427541,31427662
6,31434424,31434576
7,31436478,31438211

>MYO1F,chr19:8585674-8642461
1,8642191,8642461
2,8620543,8620680
3,8619538,8619627
4,8619361,8619455
5,8618234,8618321
6,8618023,8618112
7,8616917,8617048
8,8616624,8616758
9,8615446,8615578
10,8615044,8615240
11,8613121,8613201
12,8612920,8613006
13,8610534,8610620
14,8609181,8609348
15,8606790,8606875
16,8604831,8604912
17,8601833,8601939
18,8601383,8601481
19,8601136,8601280
20,8595343,8595457
21,8595080,8595249
22,8592222,8592367
23,8591673,8591819
24,8591337,8591485
25,8590363,8590446
26,8587518,8587713
27,8587261,8587430
28,8585674,8586488

>NCKIPSD,chr3:48701364-48723797
1,48723070,48723334
2,48720336,48720445
3,48719781,48719985
4,48719478,48719589
5,48718720,48719213
6,48717492,48717662
7,48717234,48717320
8,48717008,48717146
9,48716810,48716890
10,48716488,48716616
11,48716310,48716402
12,48715997,48716169
13,48701364,48701567

>NRIP3,chr11:9002123-9025596
1,9025309,9025596
2,9009665,9009829
3,9009095,9009177
4,9007258,9007397
5,9005619,9005671
6,9005422,9005516
7,9002123,9005107

>PDS5A,chr4:39824483-39979576
1,39979077,39979576
2,39978060,39978237
3,39929581,39929784
4,39928395,39928481
5,39927456,39927553
6,39924242,39924368
7,39921939,39922019
8,39918668,39918808
9,39915231,39915346
10,39911864,39911958
11,39910015,39910160
12,39905660,39905811
13,39903967,39904080
14,39902046,39902127
15,39900397,39900445
16,39900009,39900148
17,39891869,39891984
18,39881348,39881453
19,39878613,39878773
20,39875909,39876032
21,39874606,39874764
22,39871014,39871082
23,39868481,39868617
24,39864956,39865079
25,39864489,39864693
26,39863839,39863953
27,39851140,39851272
28,39850471,39850590
29,39847438,39847500
30,39846276,39846421
31,39843568,39843676
32,39839476,39839828
33,39824483,39827108

>PICALM,chr11:85668727-85780924
1,85779693,85780101
2,85742511,85742653
3,85737334,85737409
4,85733410,85733512
5,85725913,85726006
6,85723324,85723435
7,85722073,85722179
8,85718585,85718626
9,85714409,85714494
10,85712078,85712201
11,85711686,85711822
12,85707869,85707972
13,85694909,85695016
14,85692915,85693046
15,85692788,85692818
16,85692172,85692271
17,85689113,85689136
18,85687666,85687725
19,85685751,85685855
20,85668727,85670103

>PRRC1,chr5:126853301-126890781
1,126853301,126853468
2,126859152,126859274
3,126860223,126860612
4,126862310,126862470
5,126865986,126866088
6,126869315,126869478
7,126874732,126874835
8,126883511,126883613
9,126887399,126890781

>SARNP,chr12:56146247-56211540
1,56211450,56211508
2,56197413,56197512
3,56194638,56194684
4,56194346,56194413
5,56189809,56189860
6,56188591,56188664
7,56188143,56188171
8,56184351,56184376
9,56182859,56182927
10,56154335,56154424
11,56151167,56151337
12,56146247,56146624

>SH3GL1,chr19:4360367-4400544
1,4400321,4400544
2,4366923,4366991
3,4366498,4366570
4,4365479,4365622
5,4364085,4364218
6,4363717,4363875
7,4363367,4363470
8,4362609,4362733
9,4362326,4362382
10,4360367,4361793

>SORBS2,chr4:186506598-186877806
1,186877350,186877522
2,186696381,186696520
3,186599950,186599976
4,186599577,186599701
5,186583258,186583396
6,186578578,186578750
7,186573816,186573882
8,186572938,186572982
9,186570621,186570810
10,186567822,186567936
11,186551703,186551752
12,186547986,186548173
13,186544068,186545648
14,186541217,186541305
15,186539739,186539785
16,186536199,186536313
17,186535985,186536113
18,186532934,186533134
19,186515040,186515089
20,186510833,186510939
21,186506598,186508842

>TOP3A,chr17:18174742-18218321
1,18178109,18178272
2,18176558,18176650
3,18174742,18174987

>ZFYVE19,chr15:41099284-41106767
1,41099284,41099619
2,41099990,41100066
3,41101317,41101438
4,41101606,41101656
5,41102050,41102168
6,41102269,41102414
7,41102847,41102955
8,41104897,41105100
9,41105536,41105615
10,41105911,41106009
11,41106141,41106268
12,41106346,41106543

>OMD,chr9:95176527-95186743
1,95186484,95186743
2,95178901,95179856
3,95176527,95177759

>ETV5_ENST00000306376,chr3:185764097-185828107
1,185826729,185826901
2,185823613,185823731
3,185823414,185823501
4,185823238,185823285
5,185823094,185823144
6,185798835,185798964
7,185797606,185797893
8,185783602,185783861
9,185782206,185782265
10,185775212,185775280
11,185774864,185775033
12,185769819,185769920
13,185764097,185766649

>SQSTM1,chr5:179233388-179265078
1,179233388,179233591
2,179238574,179238682
3,179249958,179250053
4,179250858,179251087
5,179251182,179251323
6,179252146,179252226
7,179260032,179260246
8,179260587,179260782
9,179263436,179265075

>SS18L1,chr20:60718822-60757540
1,60718822,60718945
2,60733728,60733804
3,60734933,60735017
4,60736492,60736636
5,60737808,60737987
6,60738514,60738678
7,60739201,60739302
8,60740478,60740570
9,60747738,60747857
10,60749573,60749700
11,60754238,60754412
12,60755225,60757533

>TCF12,chr15:57210821-57591479
1,57210821,57211104
2,57212100,57212186
3,57213224,57213296
4,57355948,57356021
5,57383987,57384089
6,57458600,57458664
7,57484356,57484491
8,57489971,57490023
9,57523350,57523455
10,57524489,57524628
11,57524910,57525054
12,57526241,57526305
13,57535670,57535748
14,57543548,57543621
15,57544619,57544690
16,57545460,57545666
17,57554292,57554406
18,57555310,57555472
19,57565228,57565460
20,57574643,57574796
21,57578355,57580712

>THRAP3,chr1:36690017-36770958
1,36690017,36690106
2,36724983,36725085
3,36748134,36748301
4,36751969,36752871
5,36754661,36755365
6,36756975,36757147
7,36758199,36758310
8,36759452,36759536
9,36762184,36762371
10,36766487,36766685
11,36767154,36767297
12,36769397,36770958

>UBE2L3,chr22:21903736-21978323
1,21903736,21903939
2,21947150,21947245
3,21965146,21965332
4,21975804,21976541

>KRAS,chr12:25357723-25403870
1,25403685,25403865
2,25398208,25398329
3,25380168,25380346
4,25378548,25378707
5,25357723,25362845
