>EML4_ENST00000401738.3,chr2:42169350-42332548
8,152888133,152888307
9,152910064,152911909

>FHDC1_ENST00000511601.5,chr4:152936352-152979696
1,152936352,152936409
2,152942928,152943555
3,152953499,152953560
4,152954217,152954319
5,152960565,152960650
6,152960744,152960844
7,152962814,152962884
8,152963023,152963130
9,152964905,152964975
10,152967980,152968097
11,152972377,152972541
12,152974675,152979686

>ATG4C_ENST00000317868.8,chr1:62784135-62865513
1,62784135,62784273
2,62803719,62803862
3,62805172,62805255
4,62816575,62816808
5,62819005,62819335
6,62821139,62821209
7,62829040,62829176
8,62834038,62834116
9,62834776,62834852
10,62841428,62841547
11,62863992,62865513

>FBXO38_ENST00000340253.9,chr5:148383935-148442836
1,148383935,148384039
2,148394714,148394904
3,148398999,148399132
4,148401982,148402145
5,148402348,148402513
6,148404685,148404822
7,148406257,148406394
8,148409124,148409217
9,148410635,148410765
10,148414136,148414306
11,148415928,148416070
12,148416994,148417204
13,148423998,148424117
14,148425522,148425701
15,148427213,148427947
16,148433424,148433524
17,148433635,148433737
18,148438332,148438498
19,148439647,148439792
20,148440424,148440527
21,148441124,148441237
22,148441969,148442836

>BBS9_ENST00000433714.5,chr7:33129244-33606068
1,33129562,33130041
2,33146242,33146364
3,33152701,33152851
4,33155638,33155702
5,33177478,33177591
6,33257236,33257410
7,33264290,33264374
8,33273012,33273195
9,33273827,33273956
10,33336441,33336622
11,33340897,33340973
12,33344581,33344634
13,33346227,33346370
14,33349068,33349170
15,33351219,33351323
16,33352859,33352873
17,33357855,33357995
18,33367767,33367862
19,33383666,33383838
20,33387992,33388144
21,33505463,33505645
22,33533954,33534176
23,33604865,33604975
24,33605195,33605632

>PKD1L1_ENST00000289672.6,chr7:47774652-47948491
1,47948397,47948491
2,47943396,47943511
3,47940193,47940317
4,47936846,47936958
5,47931936,47932056
6,47931104,47931321
7,47929204,47929526
8,47915432,47915599
9,47908077,47908250
10,47905843,47905962
11,47905157,47905325
12,47904378,47904617
13,47902379,47902511
14,47897988,47898194
15,47893878,47894059
16,47890542,47890763
17,47887990,47888150
18,47885686,47886054
19,47884598,47884657
20,47881909,47882085
21,47880728,47880805
22,47877489,47877631
23,47876097,47876217
24,47873899,47874010
25,47866419,47866614
26,47865216,47865272
27,47858673,47858885
28,47857605,47857832
29,47855155,47855265
30,47854882,47855039
31,47853127,47853227
32,47846879,47847071
33,47844995,47845078
34,47842962,47843169
35,47840461,47840567
36,47839446,47839662
37,47836921,47837094
38,47835133,47835243
39,47834967,47835039
40,47834339,47834385
41,47833090,47833252
42,47831217,47831352
43,47830040,47830124
44,47829425,47829601
45,47827350,47827468
46,47821076,47821186
47,47815334,47815457
48,47813931,47814014
49,47813121,47813293
50,47811817,47812051
51,47809473,47809577
52,47808247,47808387
53,47803210,47803344
54,47800649,47800879
55,47795989,47796150
56,47792627,47792797
57,47774652,47775166

>CANT1_ENST00000591773.5,chr17:78991717-79009867
1,79009664,79009778
2,78998148,78998286
3,78997840,78997963
4,78996992,78997644
5,78995018,78995221
6,78993487,78993920

>FOXO4_ENST00000341558.3,chrX:71096197-71103535
1,71096529,71096699
2,71096865,71096981
3,71100684,71101740
4,71102077,71102084

>CTAGE5_ENST00000341749.7,chr14:39265284-39388513
1,39265292,39265421
2,39276934,39277065
3,39279337,39279358
4,39279449,39279537
5,39291019,39291096
6,39293271,39293381
7,39294000,39294071
8,39294925,39295029
9,39299864,39299986
10,39302129,39302249
11,39303478,39303524
12,39304291,39304381
13,39308449,39308587
14,39313340,39313441
15,39314739,39314799
16,39315683,39315718
17,39317944,39318011
18,39319209,39319291
19,39320928,39321056
20,39326864,39327022
21,39345904,39346026
22,39347713,39347771
23,39348743,39348977
24,39350098,39350694

>EIF3K_ENST00000593149.5,chr19:38619082-38636955
1,38619095,38619223
2,38620337,38620435
3,38624077,38624197
4,38626028,38626102
5,38632430,38632496
6,38632601,38632678
7,38634993,38635118
8,38636889,38636953

>CYP39A1_ENST00000275016.2,chr6:46549580-46652830
1,46652406,46652786
2,46642163,46642298
3,46639494,46639668
4,46637829,46637978
5,46636389,46636482
6,46630963,46631070
7,46625418,46625508
8,46595987,46596120
9,46588034,46588129
10,46587077,46587165
11,46553767,46553854
12,46549804,46550437

>FERMT2_ENST00000343279.8,chr14:52857268-52952435
1,52950921,52950992
2,52950412,52950577
3,52919123,52919356
4,52893293,52893427
5,52881244,52881469
6,52881036,52881138
7,52878582,52878689
8,52875223,52875357
9,52874177,52874226
10,52872799,52872923
11,52864747,52864853
12,52864401,52864622
13,52861014,52861034
14,52860341,52860465
15,52859573,52859714
16,52857275,52858550

>ITPR2_ENST00000381340.7,chr12:26336515-26833198
1,26832690,26833198
2,26790157,26790227
3,26725650,26725765
4,26724656,26724742
5,26722397,26722555
6,26716144,26716242
7,26715752,26715835
8,26715299,26715445
9,26711173,26711268
10,26695606,26695650
11,26686481,26686632
12,26682574,26682673
13,26681874,26682034
14,26665910,26666051
15,26663685,26663846
16,26659113,26659285
17,26658011,26658130
18,26657707,26657892
19,26656297,26656548
20,26655708,26655852
21,26653976,26654126
22,26631866,26632059
23,26628033,26628162
24,26624299,26624356
25,26622240,26622405
26,26621123,26621296
27,26602617,26602706
28,26602370,26602495
29,26599987,26600109
30,26599145,26599345
31,26596883,26597134
32,26595465,26595590
33,26580027,26580155
34,26578713,26578833
35,26561762,26561952
36,26556233,26556375
37,26550247,26550355
38,26495152,26495260
39,26494153,26494340
40,26487068,26487251
41,26486104,26486360
42,26483698,26483898
43,26481131,26481241
44,26476912,26477007
45,26475296,26475418
46,26443543,26443650
47,26439127,26439319
48,26436221,26436346
49,26427913,26428088
50,26419049,26419213
51,26415303,26415498
52,26411320,26411412
53,26400128,26400258
54,26398876,26399041
55,26387434,26387594
56,26340167,26340328
57,26336515,26339483

>ZNF384_ENST00000396801.7,chr12:6666477-6689572
1,6689368,6689510
2,6688167,6688226
3,6679455,6679525
4,6678946,6679183
5,6678663,6678710
6,6678127,6678460
7,6673216,6673440
8,6672350,6672532
9,6670760,6670838
10,6669031,6669189
11,6666648,6668115

>FBXL18_ENST00000415009.5,chr7:5431335-5513798
1,5513657,5513752
2,5505412,5505630
3,5500488,5502031
4,5491231,5491449
5,5447726,5447843
6,5438490,5438651
7,5431335,5431502

>RNF216_ENST00000425013.6,chr7:5620047-5781739
1,5781541,5781696
2,5761003,5761138
3,5752846,5752979
4,5740973,5741644
5,5739276,5739352
6,5730715,5730817
7,5729432,5729596
8,5725324,5725438
9,5721033,5721172
10,5716716,5716766
11,5715053,5715190
12,5712715,5712863
13,5711761,5711839
14,5652413,5652510
15,5641154,5641376
16,5624056,5624125
17,5620047,5623179

>FCHSD1_ENST00000435817.6,chr5:141639302-141651419
1,141651348,141651419
2,141651020,141651117
3,141650359,141650404
4,141649887,141649954
5,141649395,141649536
6,141649172,141649308
7,141648957,141649020
8,141647968,141648096
9,141647398,141647520
10,141647135,141647230
11,141646603,141646722
12,141646087,141646191
13,141645771,141645932
14,141645020,141645148
15,141644859,141644942
16,141644573,141644690
17,141644218,141644438
18,141643001,141643088
19,141641702,141641757
20,141639302,141641563

>FGFR1_ENST00000425967.7,chr8:38411138-38468834
1,38467672,38467845
2,38461096,38461255
3,38457356,38457534
4,38429682,38429948
5,38428352,38428435
6,38427921,38428093
7,38426122,38426245
8,38424509,38424699
9,38421797,38421941
10,38419533,38419735
11,38418228,38418373
12,38417870,38417991
13,38417306,38417416
14,38415870,38416060
15,38414779,38414901
16,38414559,38414629
17,38414152,38414289
18,38413918,38414023
19,38411138,38413804

>ZNF703_ENST00000331569.5,chr8:37695751-37700021
1,37695751,37696222
2,37697145,37700021

>GMDS_ENST00000530927.5,chr6:1623806-2245692
1,2175932,2175991
2,2124687,2124731
3,2117469,2117556
4,2115771,2115880
5,1960774,1960966
6,1959867,1959971
7,1930103,1930230
8,1742468,1742586
9,1726416,1726512
10,1624472,1624540
11,1623806,1624231

>PDE8B_ENST00000264917.9,chr5:77210449-77429807
1,77210881,77211264
2,77311994,77312053
3,77325539,77325729
4,77328998,77329057
5,77331402,77331459
6,77337227,77337315
7,77344853,77344931
8,77349419,77349559
9,77351065,77351153
10,77353346,77353406
11,77400248,77400290
12,77404720,77404797
13,77407381,77407457
14,77408893,77409057
15,77411676,77411721
16,77412100,77412235
17,77413111,77413309
18,77418229,77418446
19,77419767,77419887
20,77421821,77421988
21,77425767,77425896
22,77426445,77429807

>EBF1_ENST00000518836.5,chr5:158695916-159099761
1,159099583,159099757
2,159099345,159099463
3,159096974,159097130
4,159096343,159096406
5,159095620,159095675
6,159084666,159084739
7,159073396,159073464
8,158840029,158840110
9,158823176,158823317
10,158796345,158796475
11,158777413,158777539
12,158731069,158731157
13,158714117,158714182
14,158712970,158713147
15,158712154,158712333
16,158707979,158708173
17,158695920,158699142

>HN1_ENST00000304834.11,chr17:75135248-75168281
1,75154342,75154675
2,75149091,75149185
3,75148529,75148671
4,75147556,75147653
5,75146666,75146684
6,75135307,75136250

>USH1G_ENST00000614341.4,chr17:74916084-74923256
1,74922910,74923256
2,74919454,74920671
3,74916084,74918076

>IL6R_ENST00000368485.7,chr1:154405193-154469450
1,154405193,154405714
2,154429196,154429444
3,154430483,154430606
4,154434519,154434700
5,154434990,154435156
6,154435969,154436110
7,154448125,154448171
8,154449911,154449980
9,154454488,154454581
10,154465134,154469450

>ATP8B2_ENST00000368489.3,chr1:154325553-154351307
1,154327800,154327861
2,154328105,154328172
3,154330396,154330454
4,154330815,154330928
5,154331048,154331146
6,154331444,154331505
7,154331606,154331678
8,154331954,154332024
9,154332618,154332697
10,154334107,154334265
11,154334503,154334591
12,154337348,154337544
13,154340854,154341062
14,154342480,154342523
15,154342796,154342961
16,154343113,154343301
17,154343453,154343568
18,154343893,154344057
19,154344143,154344254
20,154344395,154344500
21,154344641,154344785
22,154344971,154345154
23,154345322,154345545
24,154345800,154345883
25,154346231,154346476
26,154346620,154346758
27,154348408,154348538
28,154348840,154351307

>INTS4_ENST00000433818.6,chr11:77878720-77994678
1,77994590,77994671
2,77991108,77991299
3,77981459,77981576
4,77960953,77961138
5,77960341,77960391
6,77958746,77958834
7,77955942,77956062
8,77941180,77941251
9,77938651,77938825
10,77928342,77928547
11,77924750,77924892
12,77922356,77922471
13,77921340,77921473
14,77918821,77918978
15,77918031,77918264
16,77910970,77911152
17,77907717,77907810
18,77903540,77903620
19,77901421,77901551
20,77894290,77894349
21,77891681,77891840
22,77891319,77891462
23,77883832,77883952
24,77878720,77879127

>GAB2_ENST00000340149.6,chr11:78215297-78418348
1,78341760,78341880
2,78280601,78280901
3,78250157,78250400
4,78226465,78227051
5,78225108,78225202
6,78223412,78223676
7,78222105,78222195
8,78221677,78221779
9,78220319,78220444
10,78215297,78219415

>ABI1_ENST00000376142.6,chr10:26746593-26861087
1,26860747,26860935
2,26823138,26823305
3,26777065,26777241
4,26771075,26771089
5,26770245,26770345
6,26768852,26768992
7,26765218,26765318
8,26763880,26763960
9,26759062,26759238
10,26755655,26755741
11,26751598,26751783
12,26746593,26748745

>ACTN4_ENST00000252699.6,chr19:38647649-38731583
1,38647670,38647907
2,38700600,38700714
3,38701002,38701121
4,38704934,38705020
5,38706044,38706131
6,38708117,38708195
7,38709395,38709476
8,38710257,38710342
9,38714469,38714561
10,38717086,38717316
11,38717927,38718074
12,38721538,38721688
13,38723614,38723722
14,38723937,38724077
15,38724157,38724339
16,38724431,38724565
17,38725724,38725903
18,38726957,38727103
19,38727946,38728026
20,38728996,38729154
21,38729274,38731583

>ARHGAP26_ENST00000274498.8,chr5:142770384-143229011
1,142770384,142770915
2,142873400,142873495
3,142875110,142875171
4,142879374,142879445
5,142885298,142885399
6,142894238,142894348
7,142901935,142902039
8,142903540,142903669
9,142907704,142907804
10,142913199,142913293
11,142932047,142932125
12,143014080,143014116
13,143037196,143037261
14,143041816,143041890
15,143054439,143054526
16,143056028,143056086
17,143057642,143057747
18,143120988,143121147
19,143133967,143134105
20,143147231,143147381
21,143207198,143207473
22,143213997,143214088
23,143222358,143226485

>FOXO3_ENST00000343882.10,chr6:108559835-108684774
1,108559835,108560015
2,108561086,108561829
3,108663455,108664889
4,108679827,108684774

>GAS7_ENST00000323816.8,chr17:9910609-10198551
1,10114442,10114553
2,10039742,10039795
3,10019777,10019897
4,9981804,9981884
5,9969677,9969762
6,9959202,9959255
7,9946894,9946983
8,9943121,9943236
9,9940126,9940200
10,9934166,9934244
11,9926641,9926769
12,9925476,9925599
13,9919626,9919705
14,9918001,9918099
15,9910609,9917341

>MLLT6_ENST00000621332.4,chr17:38705542-38729803
1,38705542,38705741
2,38706950,38707029
3,38707486,38707540
4,38707763,38707872
5,38709173,38709276
6,38709482,38709575
7,38711847,38712014
8,38712691,38712789
9,38715612,38715828
10,38716367,38716981
11,38717432,38717613
12,38717845,38717953
13,38719517,38719583
14,38719750,38719895
15,38720372,38720569
16,38720659,38720747
17,38721878,38722227
18,38722678,38722768
19,38724620,38724976
20,38725557,38729803

>SEPT2_ENST00000401990.5,chr2:241315100-241354027
1,241315882,241315982
2,241316422,241316540
3,241317499,241317599
4,241318237,241318344
5,241324216,241324241
6,241325993,241326113
7,241335126,241335212
8,241335322,241335351
9,241335975,241336098
10,241337382,241337516
11,241337673,241337790
12,241342992,241343093
13,241343752,241343897
14,241346166,241346249
15,241348134,241348191
16,241350073,241350203
17,241351967,241352109

>SEPT5_ENST00000455784.6,chr22:19714464-19724772
1,19714464,19714631
2,19714781,19714791
3,19719602,19719698
4,19719806,19719892
5,19720115,19720238
6,19720320,19720454
7,19720549,19720666
8,19720768,19720869
9,19721640,19721736
10,19721822,19721957
11,19722237,19722339
12,19722428,19723319

>MBOAT2_ENST00000305997.7,chr2:8852690-9003813
1,9003540,9003813
2,8958497,8958642
3,8943187,8943264
4,8908621,8908716
5,8888018,8888073
6,8882511,8882565
7,8877030,8877213
8,8873108,8873300
9,8868446,8868549
10,8864170,8864234
11,8862590,8862722
12,8860613,8860764
13,8852690,8858904

>PRKCE_ENST00000306156.7,chr2:45651345-46187990
1,45651774,45652448
2,45843000,45843063
3,45976429,45976588
4,45978976,45979010
5,45980296,45980381
6,45984551,45984680
7,46001404,46001546
8,46004542,46004638
9,46007462,46007661
10,46010344,46010517
11,46086208,46086362
12,46145093,46145231
13,46151041,46151229
14,46159606,46159752
15,46184735,46187990

>MSN_ENST00000360270.6,chrX:65588377-65741931
1,65667670,65667853
2,65716818,65716901
3,65727814,65727909
4,65729438,65729712
5,65731107,65731190
6,65731838,65731984
7,65733184,65733280
8,65735267,65735430
9,65736795,65736925
10,65737178,65737338
11,65738525,65738617
12,65738970,65739194
13,65739729,65741931

>NF1_ENST00000358273.8,chr17:31094927-31382116
1,31094927,31095369
2,31155983,31156126
3,31159010,31159093
4,31163186,31163376
5,31169891,31169997
6,31181422,31181489
7,31181710,31181785
8,31182508,31182665
9,31200422,31200595
10,31201037,31201159
11,31201411,31201485
12,31206240,31206371
13,31214451,31214585
14,31219005,31219118
15,31221850,31221929
16,31223444,31223567
17,31225095,31225250
18,31226435,31226684
19,31227218,31227291
20,31227523,31227606
21,31229025,31229465
22,31229835,31229974
23,31230260,31230382
24,31230842,31230925
25,31232073,31232189
26,31232700,31232881
27,31233002,31233213
28,31235611,31235772
29,31235918,31236021
30,31248984,31249119
31,31252938,31253000
32,31258344,31258502
33,31259032,31259129
34,31260369,31260515
35,31261711,31261857
36,31265229,31265339
37,31325820,31326252
38,31327499,31327839
39,31330296,31330498
40,31334838,31335031
41,31336333,31336473
42,31336635,31336914
43,31337368,31337582
44,31337819,31337880
45,31338025,31338139
46,31338704,31338805
47,31340505,31340645
48,31343009,31343135
49,31349120,31349251
50,31350183,31350318
51,31352257,31352414
52,31356460,31356582
53,31356960,31357090
54,31357269,31357369
55,31358480,31358622
56,31358969,31359015
57,31360487,31360703
58,31374013,31377677

>NFIA_ENST00000371189.8,chr1:60865259-61462793
1,61081862,61082047
2,61082761,61082818
3,61088149,61088680
4,61277520,61277585
5,61332512,61332586
6,61352450,61352567
7,61359147,61359274
8,61383237,61383365
9,61404104,61404282
10,61406562,61406727
11,61426465,61426556
12,61455303,61455562

>EHF_ENST00000257831.7,chr11:34621093-34661057
1,34621111,34621228
2,34642628,34642727
3,34646439,34646684
4,34649019,34649081
5,34651542,34651610
6,34651737,34651805
7,34656908,34656970
8,34658533,34658728
9,34658832,34661057

>NTN1_ENST00000173229.6,chr17:9021542-9244000
1,9021542,9021585
2,9022311,9023391
3,9162813,9163001
4,9179807,9179956
5,9182916,9182969
6,9221168,9221242
7,9239640,9244000

>ACLY_ENST00000352035.6,chr17:41866908-41930542
1,41918880,41918987
2,41913715,41913896
3,41912420,41912542
4,41910222,41910284
5,41909510,41909700
6,41908989,41909068
7,41907442,41907572
8,41906528,41906646
9,41905522,41905658
10,41904729,41904790
11,41901696,41901813
12,41898631,41898785
13,41897749,41897839
14,41896620,41896649
15,41893033,41893174
16,41892279,41892447
17,41887599,41887703
18,41886112,41886308
19,41884193,41884274
20,41883122,41883232
21,41878797,41878924
22,41878103,41878196
23,41873811,41873965
24,41872032,41872182
25,41871689,41871832
26,41869474,41869587
27,41869043,41869125
28,41868709,41868785
29,41866908,41867904

>PLA2R1_ENST00000283243.11,chr2:159932006-160062610
1,160062295,160062610
2,160044774,160045157
3,160042025,160042198
4,160032959,160033132
5,160028850,160028963
6,160028218,160028361
7,160022665,160022859
8,160020106,160020263
9,160016614,160016712
10,160013263,160013375
11,160005652,160005821
12,159987156,159987358
13,159983928,159984073
14,159979830,159979914
15,159977284,159977416
16,159976685,159976720
17,159976068,159976225
18,159970148,159970212
19,159969256,159969359
20,159967539,159967678
21,159956510,159956627
22,159955698,159955828
23,159955199,159955346
24,159951340,159951578
25,159949608,159949776
26,159947419,159947559
27,159946801,159946917
28,159944906,159945082
29,159942127,159942159
30,159937851,159941992

>RBMS1_ENST00000474820.5,chr2:160272151-160493794
1,160493289,160493379
2,160432368,160432477
3,160367216,160367391
4,160318169,160318227
5,160313156,160313247
6,160303330,160303487
7,160300651,160300730
8,160286969,160287084
9,160284995,160285044
10,160284775,160284868
11,160282257,160282304
12,160281314,160281364
13,160278548,160278658
14,160277303,160277383
15,160275630,160275714
16,160272151,160274764

>DAZL_ENST00000250863.12,chr3:16586792-16670306
1,16604440,16604790
2,16598452,16598598
3,16598087,16598178
4,16597490,16597541
5,16596988,16597051
6,16596750,16596889
7,16595314,16595385
8,16594533,16594583
9,16593655,16593768
10,16592050,16592148
11,16586792,16588713

>RBM14_ENST00000310137.4,chr11:66616582-66627347
1,66616582,66617057
2,66624214,66625678
3,66626461,66627347

>PACS1_ENST00000320580.8,chr11:66070363-66244747
1,66070454,66070842
2,66193486,66193573
3,66210362,66210451
4,66211134,66211259
5,66216119,66216263
6,66216520,66216611
7,66216695,66216775
8,66219746,66219805
9,66220631,66220791
10,66221154,66221247
11,66227504,66227584
12,66230548,66230663
13,66230805,66230940
14,66232172,66232276
15,66232960,66233066
16,66233785,66233939
17,66234132,66234242
18,66235301,66235403
19,66235898,66235940
20,66238804,66238846
21,66239142,66239277
22,66241427,66241653
23,66242912,66243031
24,66243165,66244747

>RGS22_ENST00000617334.1,chr8:99960936-100131268
1,100105897,100106116
2,100105374,100105402
3,100093447,100093509
4,100080134,100080355
5,100072145,100072230
6,100071405,100071537
7,100066167,100066296
8,100063416,100064043
9,100062591,100062752
10,100052802,100052976
11,100047463,100047596
12,100041802,100041916
13,100039962,100040087
14,100038931,100039032
15,100008375,100008569
16,100006017,100006109
17,100003926,100004098
18,100003138,100003139
19,100002321,100002361
20,100002202,100002318
21,99999262,99999420
22,99996462,99996530
23,99987458,99987619
24,99981937,99982116
25,99977917,99978075
26,99965335,99965430
27,99962885,99962978
28,99962687,99962767
29,99962394,99962443
30,99960940,99961196

>SYCP1_ENST00000369522.7,chr1:114854803-114995370
1,114854803,114855018
2,114855441,114855572
3,114856573,114856657
4,114857232,114857275
5,114857444,114857497
6,114858547,114858711
7,114859743,114859810
8,114860736,114860809
9,114874506,114874564
10,114876069,114876138
11,114876737,114876810
12,114878094,114878202
13,114885535,114885629
14,114886125,114886309
15,114887626,114887693
16,114895448,114895509
17,114910397,114910501
18,114911479,114911582
19,114913033,114913150
20,114913975,114914045
21,114923449,114923530
22,114926278,114926340
23,114926501,114926563
24,114944339,114944455
25,114944872,114944982
26,114946289,114946381
27,114947246,114947320
28,114977557,114977616
29,114981336,114981512
30,114984725,114984868
31,114994698,114994787
32,114994882,114995370

>SEPT8_ENST00000620483.4,chr5:132750817-132807241
1,132777108,132777375
2,132765409,132765529
3,132764259,132764419
4,132764039,132764064
5,132763706,132763892
6,132762484,132762645
7,132761800,132761896
8,132761458,132761626
9,132761133,132761265
10,132760802,132760992
11,132756005,132758824

>SLC22A1_ENST00000366963.8,chr6:160121789-160158718
1,160121789,160122346
2,160130104,160130207
3,160132232,160132386
4,160133957,160134125
5,160136220,160136334
6,160136544,160136650
7,160139653,160139867
8,160143541,160143649
9,160154798,160154910
10,160155975,160156074
11,160158516,160158718

>CUTA_ENST00000494751.5,chr6:33416442-33418317
1,33417959,33418058
2,33417481,33417816
3,33417251,33417310
4,33417097,33417142
5,33416920,33416969
6,33416749,33416776
7,33416550,33416660

>SLC26A6_ENST00000614797.4,chr3:48625723-48635493
1,48635371,48635493
2,48633477,48633635
3,48633251,48633390
4,48633112,48633125
5,48633090,48633110
6,48632974,48633088
7,48632245,48632396
8,48631880,48632044
9,48631649,48631801
10,48631224,48631306
11,48630993,48631140
12,48630607,48630720
13,48630438,48630515
14,48630062,48630157
15,48629872,48629978
16,48629642,48629711
17,48628622,48628714
18,48628415,48628541
19,48626876,48627072
20,48626631,48626685
21,48626218,48626354
22,48625725,48626000

>PRKAR2A_ENST00000454963.5,chr3:48744597-48847846
1,48847335,48847804
2,48807649,48807684
3,48793997,48794049
4,48790544,48790627
5,48782986,48783092
6,48772955,48773108
7,48765248,48765349
8,48765004,48765078
9,48756379,48756444
10,48752176,48752317
11,48751585,48751718
12,48747515,48747940

>SSH2_ENST00000540801.5,chr17:29625938-29930276
1,29929938,29930093
2,29848849,29848929
3,29793894,29793937
4,29702959,29703062
5,29695459,29695523
6,29684563,29684684
7,29677673,29677741
8,29676820,29676885
9,29671935,29672129
10,29667130,29667223
11,29666867,29666995
12,29655561,29655607
13,29650654,29650800
14,29648144,29648344
15,29635968,29636802
16,29630749,29632931

>SUSD1_ENST00000374264.6,chr9:112040785-112175408
1,112175133,112175267
2,112157500,112157613
3,112149244,112149399
4,112143471,112143623
5,112142320,112142499
6,112124257,112124436
7,112112771,112112868
8,112111654,112111840
9,112102176,112102285
10,112098470,112098662
11,112080074,112080165
12,112078538,112078724
13,112062937,112063033
14,112058428,112058686
15,112052399,112052438
16,112042101,112042165
17,112041867,112041960
18,112041079,112041492

>TECTA_ENST00000392793.5,chr11:121101173-121191493
1,121101173,121101442
2,121102665,121102729
3,121105831,121105964
4,121109211,121109498
5,121113072,121113209
6,121113553,121113718
7,121118306,121118718
8,121125302,121125872
9,121127752,121128344
10,121129638,121130211
11,121137421,121138022
12,121145555,121146116
13,121152881,121153080
14,121157841,121158224
15,121160135,121160421
16,121162075,121162370
17,121165273,121165383
18,121166578,121166780
19,121168054,121168217
20,121168677,121168925
21,121187832,121187994
22,121189080,121189167
23,121189764,121189880
24,121190706,121191493

>TBCEL_ENST00000529397.5,chr11:121024072-121090775
1,121024072,121024154
2,121045674,121045823
3,121047528,121047667
4,121053551,121053732
5,121055052,121055308
6,121058345,121058471
7,121059969,121060085
8,121086778,121087096

>VCL_ENST00000623461.3,chr10:73995193-74121363
1,73995193,73995231
2,73997182,73997221
3,74016832,74016878
4,74043083,74043153
5,74070670,74070820
6,74070975,74071083
7,74072730,74072852
8,74074743,74077748
9,74082454,74082544
10,74083366,74083513
11,74089196,74089349
12,74090023,74090198
13,74094271,74094461
14,74095656,74095855
15,74097204,74097332
16,74100948,74101097
17,74103820,74103928
18,74105051,74105353
19,74107230,74107354
20,74108971,74109156
21,74114184,74114387
22,74114795,74114899
23,74118023,74120160

>AGTRAP_ENST00000376627.6,chr1:11736084-11754802
1,11736153,11736235
2,11744533,11744568
3,11745803,11745837
4,11746127,11746223
5,11747440,11747545
6,11748415,11748610
7,11750077,11750578

>C2orf44_ENST00000295148.8,chr2:24029340-24049575
1,24047314,24047353
2,24037677,24039512
3,24032829,24032946
4,24029340,24031162

>CNBP_ENST00000502976.5,chr3:129169484-129183922
1,129183776,129183905
2,129171655,129171771
3,129171446,129171538
4,129171079,129171277
5,129169484,129170570

>DDX5_ENST00000540698.6,chr17:64499616-64508199
1,64506076,64506289
2,64504677,64504842
3,64503983,64504116
4,64503803,64503868
5,64503430,64503571
6,64503188,64503348
7,64502926,64503098
8,64502439,64502549
9,64502162,64502223
10,64502010,64502069
11,64500549,64500773
12,64499616,64500326

>EPC1_ENST00000263062.8,chr10:32267751-32378798
1,32346763,32347185
2,32305772,32305931
3,32293592,32293737
4,32292988,32293194
5,32292496,32292644
6,32291163,32291322
7,32287098,32287274
8,32286926,32287015
9,32286694,32286842
10,32284698,32285050
11,32273163,32273281
12,32273014,32273082
13,32272026,32272167
14,32271554,32271917
15,32268931,32269135

>NFATC1_ENST00000253506.9,chr18:79395856-79529325
1,79395856,79396351
2,79410403,79411501
3,79433579,79433738
4,79448782,79448984
5,79450954,79451126
6,79451676,79451816
7,79461311,79461366
8,79467450,79467582
9,79486248,79486630
10,79527528,79529325

>PATZ1_ENST00000266269.9,chr22:31325804-31346232
1,31344332,31346232
2,31342897,31342960
3,31335692,31335863
4,31328787,31328924
5,31325804,31327309

>SMARCA5_ENST00000283131.3,chr4:143513463-143557486
1,143513463,143514101
2,143517355,143517429
3,143521429,143521595
4,143524367,143524467
5,143525451,143525551
6,143526281,143526460
7,143527868,143528023
8,143528583,143528714
9,143530458,143530526
10,143534855,143534964
11,143536452,143536678
12,143538590,143538711
13,143538786,143538938
14,143540363,143540495
15,143543509,143543657
16,143543853,143543972
17,143544737,143544847
18,143545470,143545583
19,143545925,143546047
20,143546776,143546908
21,143547385,143547503
22,143547928,143548140
23,143549997,143550104
24,143553119,143557486

>SP3_ENST00000310015.10,chr2:173906459-173965702
1,173965165,173965702
2,173964405,173964553
3,173963761,173963883
4,173954873,173956232
5,173918593,173918785
6,173913070,173913266
7,173906459,173910257

>FN1_ENST00000323926.10,chr2:215360440-215436172
1,215435655,215436068
2,215434696,215434824
3,215433324,215433461
4,215431833,215431964
5,215430715,215430852
6,215428180,215428338
7,215425094,215425285
8,215424146,215424325
9,215423350,215423526
10,215422091,215422243
11,215420673,215420801
12,215419242,215419385
13,215414837,215414958
14,215409934,215410114
15,215409563,215409739
16,215408298,215408426
17,215408108,215408197
18,215407127,215407321
19,215406238,215406510
20,215404389,215404655
21,215399257,215399351
22,215397680,215397848
23,215397137,215397223
24,215394528,215394719
25,215392931,215393203
26,215391632,215391814
27,215388212,215388301
28,215386689,215386958
29,215384860,215384976
30,215384020,215384184
31,215383328,215383483
32,215382212,215382325
33,215380811,215381080
34,215379130,215379317
35,215378175,215378262
36,215376498,215376674
37,215375629,215375718
38,215375214,215375393
39,215373322,215373411
40,215372109,215372375
41,215371909,215372015
42,215370294,215370432
43,215367863,215368027
44,215365505,215365630
45,215364879,215364985
46,215361969,215362079
47,215360454,215361626

>ALDH2_ENST00000261733.6,chr12:111766887-111817529
1,111766922,111767096
2,111781918,111782022
3,111783158,111783298
4,111785267,111785346
5,111789823,111789934
6,111790434,111790562
7,111791306,111791419
8,111792061,111792163
9,111792598,111792782
10,111798078,111798242
